,Date, Close/Last, Volume, Open, High, Low,predicted,actual,difference
693,02/20/2018,2716.26, --,2722.99,2737.6,2706.76,,,
694,02/16/2018,2732.22, --,2727.14,2754.42,2725.11,,,
695,02/15/2018,2731.2, --,2713.46,2731.51,2689.82,,,
696,02/14/2018,2698.63, --,2651.21,2702.1,2648.87,,,
697,02/13/2018,2662.94, --,2646.27,2668.84,2637.08,,,
698,02/12/2018,2656.0, --,2636.75,2672.61,2622.45,,,
699,02/09/2018,2619.55, --,2601.78,2638.67,2532.69,,,
700,02/08/2018,2581.0, --,2685.01,2685.27,2580.56,,,
701,02/07/2018,2681.66, --,2690.95,2727.67,2681.33,,,
702,02/06/2018,2695.14, --,2614.78,2701.04,2593.07,,,
703,02/05/2018,2648.94, --,2741.06,2763.39,2638.17,,,
704,02/02/2018,2762.13, --,2808.92,2808.92,2759.97,,,
705,02/01/2018,2821.98, --,2816.45,2835.96,2812.7,,,
706,01/31/2018,2823.81, --,2832.41,2839.26,2813.04,,,
707,01/30/2018,2822.43, --,2832.74,2837.75,2818.27,,,
708,01/29/2018,2853.53, --,2867.23,2870.62,2851.48,,,
709,01/26/2018,2872.87, --,2847.48,2872.87,2846.18,,,
710,01/25/2018,2839.25, --,2846.24,2848.56,2830.94,,,
711,01/24/2018,2837.54, --,2845.42,2852.97,2824.81,,,
712,01/23/2018,2839.13, --,2835.05,2842.24,2830.59,,,
713,01/22/2018,2832.97, --,2809.16,2833.03,2808.12,,,
714,01/19/2018,2810.3, --,2802.6,2810.33,2798.08,,,
715,01/18/2018,2798.03, --,2802.4,2805.83,2792.56,,,
716,01/17/2018,2802.56, --,2784.99,2807.04,2778.38,,,
717,01/16/2018,2776.42, --,2798.96,2807.54,2768.64,,,
718,01/12/2018,2786.24, --,2770.18,2787.85,2769.64,,,
719,01/11/2018,2767.56, --,2752.97,2767.56,2752.78,,,
720,01/10/2018,2748.23, --,2745.55,2750.8,2736.06,,,
721,01/09/2018,2751.29, --,2751.15,2759.14,2747.86,,,
722,01/08/2018,2747.71, --,2742.67,2748.51,2737.6,,,
723,01/05/2018,2743.15, --,2731.33,2743.45,2727.92,,,
724,01/04/2018,2723.99, --,2719.31,2729.29,2719.07,,,
725,01/03/2018,2713.06, --,2697.85,2714.37,2697.77,,,
726,01/02/2018,2695.81, --,2683.73,2695.89,2682.36,,,
727,12/29/2017,2673.61, --,2689.15,2692.12,2673.61,,,
728,12/28/2017,2687.54, --,2686.1,2687.66,2682.69,,,
729,12/27/2017,2682.62, --,2682.1,2685.64,2678.91,,,
730,12/26/2017,2680.5, --,2679.09,2682.74,2677.96,,,
731,12/22/2017,2683.34, --,2684.22,2685.35,2678.13,,,
732,12/21/2017,2684.57, --,2683.02,2692.64,2682.4,,,
733,12/20/2017,2679.25, --,2688.18,2691.01,2676.11,,,
734,12/19/2017,2681.47, --,2692.71,2694.44,2680.74,,,
735,12/18/2017,2690.16, --,2685.92,2694.97,2685.92,,,
736,12/15/2017,2675.81, --,2660.63,2679.63,2659.14,,,
737,12/14/2017,2652.01, --,2665.87,2668.09,2652.01,,,
738,12/13/2017,2662.85, --,2667.59,2671.88,2662.85,,,
739,12/12/2017,2664.11, --,2661.73,2669.72,2659.78,,,
740,12/11/2017,2659.99, --,2652.19,2660.33,2651.47,,,
741,12/08/2017,2651.5, --,2646.21,2651.65,2644.1,,,
742,12/07/2017,2636.98, --,2628.38,2640.99,2626.53,,,
743,12/06/2017,2629.27, --,2626.24,2634.41,2624.75,,,
744,12/05/2017,2629.57, --,2639.78,2648.72,2627.73,,,
745,12/04/2017,2639.44, --,2657.19,2665.19,2639.03,,,
746,12/01/2017,2642.22, --,2645.1,2650.62,2605.52,,,
747,11/30/2017,2647.58, --,2633.93,2657.74,2633.93,,,
748,11/29/2017,2626.07, --,2627.82,2634.89,2620.32,,,
749,11/28/2017,2627.04, --,2605.94,2627.69,2605.44,,,
750,11/27/2017,2601.42, --,2602.66,2606.41,2598.87,,,
751,11/24/2017,2602.42, --,2600.42,2604.21,2600.42,,,
752,11/22/2017,2597.08, --,2600.31,2600.94,2595.23,,,
753,11/21/2017,2599.03, --,2589.17,2601.19,2589.17,,,
754,11/20/2017,2582.14, --,2579.49,2584.64,2578.24,,,
755,11/17/2017,2578.85, --,2582.94,2583.96,2577.62,,,
756,11/16/2017,2585.64, --,2572.95,2590.09,2572.95,,,
757,11/15/2017,2564.62, --,2569.45,2572.84,2557.45,,,
758,11/14/2017,2578.87, --,2577.75,2579.66,2566.56,,,
759,11/13/2017,2584.84, --,2576.53,2587.66,2574.48,,,
760,11/10/2017,2582.3, --,2580.18,2583.81,2575.57,,,
761,11/09/2017,2584.62, --,2584.0,2586.5,2566.33,,,
762,11/08/2017,2594.38, --,2588.71,2595.47,2585.02,,,
763,11/07/2017,2590.64, --,2592.11,2597.02,2584.35,,,
764,11/06/2017,2591.13, --,2587.47,2593.38,2585.66,,,
765,11/03/2017,2587.84, --,2581.93,2588.42,2576.77,,,
766,11/02/2017,2579.85, --,2579.46,2581.11,2566.17,,,
767,11/01/2017,2579.36, --,2583.21,2588.4,2574.92,,,
768,10/31/2017,2575.26, --,2575.99,2578.29,2572.15,,,
769,10/30/2017,2572.83, --,2577.75,2580.03,2568.25,,,
770,10/27/2017,2581.07, --,2570.26,2582.98,2565.94,,,
771,10/26/2017,2560.4, --,2560.08,2567.07,2559.8,,,
772,10/25/2017,2557.15, --,2566.52,2567.4,2544.0,,,
773,10/24/2017,2569.13, --,2568.66,2572.18,2565.58,,,
774,10/23/2017,2564.98, --,2578.08,2578.29,2564.33,,,
775,10/20/2017,2575.21, --,2567.56,2575.44,2567.56,,,
